Calculated using 1 exponential

Prompt data : Prompt
Decay data : q0.02

The initial parameters are:

 Shift Value = 0 ch
               0 sec
 Shift Limit = 600 ch
               3.292181E-08 sec

 T1 Estimate = 125.2253 ch
               6.871072E-09 sec

 A Free
 B1 Free

 Prompt and decay LO = 2 ch
                       1.097394E-10 sec
 Prompt and decay HI = 4096 ch
                       2.247462E-07 sec

 Background on prompt = 0.2075472
 Time calibration = 5.486969E-11 sec/ch
---------------------------------------------
The fitted parameters are:

 Hi reduced to: 3496 ch

 SHIFT = 2.73744 ch
         1.502025E-10 sec
         S.Dev = 5.495725E-12 sec

 T1 = 95.45567 ch
      5.237623E-09 sec
      S.Dev = 1.850899E-11 sec

 A  = 0.3613484
      S.Dev = 1.938896E-02

 B1 = 4.661569E-02
      [100.00 Rel.Ampl]
      S.Dev = 1.448777E-04

 CHISQ = 0.9942517
 [ 3491 degrees of freedom ]

 Chi-squared Probability =   59.19663%
 Durbin-Watson Parameter =   1.099785
 Negative residuals      =   53.07582%
 Residuals < 1 s.dev     =   81.31617%
 Residuals < 2 s.dev     =   97.25322%
 Residuals < 3 s.dev     =   98.79829%
 Residuals < 4 s.dev     =   99.17024%


Chan	Prompt	Decay	Fit	Residuals
140	0	1	0.3868799	0.6131201
141	0	4	0.3866138	1.806693
142	0	2	0.3863505	1.141023
143	0	0	0.3860899	-0.3860899
144	0	1	0.3858321	0.6141679
145	0	1	0.3855769	0.614423
146	0	0	0.3853244	-0.3853244
147	0	1	0.3850746	0.6149254
148	0	1	0.3848273	0.6151727
149	0	0	0.3845826	-0.3845826
150	0	0	0.3843405	-0.3843405
151	0	0	0.3841009	-0.3841009
152	0	1	0.3838638	0.6161362
153	0	0	0.3836291	-0.3836291
154	0	0	0.3833969	-0.3833969
155	0	1	0.3831671	0.6168329
156	0	1	0.3829398	0.6170602
157	0	0	0.3827147	-0.3827147
158	0	2	0.3824921	1.143751
159	0	0	0.3822717	-0.3822717
160	0	0	0.3820537	-0.3820537
161	0	2	0.3818379	1.144213
162	0	0	0.3816244	-0.3816244
163	0	1	0.3814131	0.6185869
164	0	0	0.381204	-0.381204
165	0	1	0.3809971	0.6190029
166	0	0	0.3807923	-0.3807923
167	0	1	0.3805897	0.6194103
168	0	1	0.3803891	0.6196109
169	0	0	0.3801907	-0.3801907
170	0	0	0.3799943	-0.3799943
171	0	1	0.3798	0.6202
172	0	1	0.3796077	0.6203923
173	0	0	0.3794174	-0.3794174
174	0	0	0.3792291	-0.3792291
175	0	1	0.3790428	0.6209572
176	0	0	0.3788584	-0.3788584
177	0	0	0.3786759	-0.3786759
178	0	0	0.3784953	-0.3784953
179	0	1	0.3783166	0.6216834
180	0	0	0.3781398	-0.3781398
181	0	0	0.3779648	-0.3779648
182	0	2	0.3777916	1.147075
183	0	0	0.3776203	-0.3776203
184	0	2	0.3774507	1.147316
185	0	0	0.3772829	-0.3772829
186	0	0	0.3771168	-0.3771168
187	0	0	0.3769525	-0.3769525
188	0	2	0.3767899	1.147783
189	0	1	0.376629	0.623371
190	0	0	0.3764697	-0.3764697
191	0	0	0.3763121	-0.3763121
192	0	0	0.3761562	-0.3761562
193	0	2	0.3760019	1.14834
194	0	0	0.3758492	-0.3758492
195	0	1	0.3756981	0.6243019
196	0	0	0.3755485	-0.3755485
197	0	1	0.3754005	0.6245995
198	0	1	0.3752541	0.624746
199	0	0	0.3751092	-0.3751092
200	0	1	0.3749658	0.6250342
201	0	1	0.3748238	0.6251762
202	0	0	0.3746834	-0.3746834
203	0	0	0.3745444	-0.3745444
204	0	1	0.3744069	0.6255931
205	0	1	0.3742708	0.6257292
206	0	0	0.3741361	-0.3741361
207	0	0	0.3740029	-0.3740029
208	0	0	0.373871	-0.373871
209	0	0	0.3737405	-0.3737405
210	0	0	0.3736114	-0.3736114
211	0	1	0.3734836	0.6265165
212	0	2	0.3733571	1.15021
213	0	1	0.3732319	0.6267681
214	0	1	0.3731081	0.6268919
215	0	0	0.3729856	-0.3729856
216	0	0	0.3728643	-0.3728643
217	0	1	0.3727443	0.6272557
218	0	0	0.3726255	-0.3726255
219	0	1	0.372508	0.627492
220	0	0	0.3723917	-0.3723917
221	0	0	0.3722766	-0.3722766
222	0	2	0.3721627	1.151055
223	0	1	0.37205	0.62795
224	0	1	0.3719385	0.6280615
225	0	0	0.3718281	-0.3718281
226	0	0	0.3717189	-0.3717189
227	0	0	0.3716108	-0.3716108
228	0	0	0.3715039	-0.3715039
229	0	2	0.3713981	1.151595
230	0	1	0.3712933	0.6287067
231	0	0	0.3711897	-0.3711897
232	0	0	0.3710871	-0.3710871
233	0	1	0.3709856	0.6290144
234	0	1	0.3708852	0.6291148
235	0	0	0.3707858	-0.3707858
236	0	0	0.3706875	-0.3706875
237	0	0	0.3705901	-0.3705901
238	0	1	0.3704938	0.6295062
239	0	1	0.3703985	0.6296015
240	0	0	0.3703042	-0.3703042
241	0	0	0.3702109	-0.3702109
242	0	0	0.3701185	-0.3701185
243	0	1	0.3700271	0.6299729
244	0	0	0.3699366	-0.3699366
245	0	0	0.3698471	-0.3698471
246	0	0	0.3697586	-0.3697586
247	0	0	0.3696709	-0.3696709
248	0	0	0.3695842	-0.3695842
249	0	0	0.3694984	-0.3694984
250	0	1	0.3694134	0.6305866
251	0	0	0.3693294	-0.3693294
252	0	0	0.3692462	-0.3692462
253	0	0	0.3691639	-0.3691639
254	0	0	0.3690825	-0.3690825
255	0	0	0.3690019	-0.3690019
256	0	1	0.3689221	0.6310779
257	0	0	0.3688432	-0.3688432
258	0	1	0.3687651	0.6312349
259	0	0	0.3686878	-0.3686878
260	0	0	0.3686113	-0.3686113
261	0	1	0.3685356	0.6314644
262	0	0	0.3684607	-0.3684607
263	0	0	0.3683866	-0.3683866
264	0	1	0.3683132	0.6316868
265	0	0	0.3682407	-0.3682407
266	0	0	0.3681688	-0.3681688
267	0	0	0.3680978	-0.3680978
268	0	1	0.3680274	0.6319726
269	0	1	0.3679578	0.6320422
270	0	0	0.3678889	-0.3678889
271	0	1	0.3678208	0.6321793
272	0	0	0.3677533	-0.3677533
273	0	0	0.3676866	-0.3676866
274	0	0	0.3676205	-0.3676205
275	0	0	0.3675551	-0.3675551
276	0	0	0.3674904	-0.3674904
277	0	0	0.3674265	-0.3674265
278	1	0	0.3673631	-0.3673631
279	0	0	0.3673004	-0.3673004
280	0	0	0.3768364	-0.3768364
281	1	0	0.4036328	-0.4036328
282	0	2	0.4031921	1.129114
283	0	1	0.4123541	0.5876459
284	0	0	0.4387802	-0.4387802
285	0	0	0.4379733	-0.4379733
286	0	0	0.4371747	-0.4371747
287	0	0	0.4363845	-0.4363845
288	0	0	0.4356025	-0.4356025
289	0	2	0.4348287	1.106743
290	0	1	0.4340629	0.565937
291	0	0	0.4333051	-0.4333051
292	0	0	0.4325553	-0.4325553
293	0	0	0.4318132	-0.4318132
294	0	2	0.4310789	1.109395
295	0	1	0.4303522	0.5696478
296	0	1	0.429633	0.570367
297	0	0	0.4289214	-0.4289214
298	0	2	0.4282172	1.111418
299	0	0	0.4275203	-0.4275203
300	0	1	0.4268307	0.5731692
301	0	0	0.4261483	-0.4261483
302	0	1	0.425473	0.574527
303	0	0	0.4248047	-0.4248047
304	0	1	0.4241434	0.5758566
305	0	0	0.423489	-0.423489
306	0	1	0.4228414	0.5771586
307	0	0	0.4222006	-0.4222006
308	0	1	0.4215664	0.5784336
309	0	0	0.4209389	-0.4209389
310	0	0	0.4203179	-0.4203179
311	0	1	0.4197033	0.5802967
312	0	1	0.4190952	0.5809048
313	0	1	0.4184934	0.5815066
314	0	0	0.4178979	-0.4178979
315	0	0	0.4173085	-0.4173085
316	0	1	0.4167253	0.5832747
317	0	1	0.4161482	0.5838518
318	1	1	0.4155771	0.5844228
319	0	1	0.415012	0.584988
320	0	0	0.4240508	-0.4240508
321	0	0	0.4503551	-0.4503551
322	0	0	0.4494275	-0.4494275
323	0	0	0.4485096	-0.4485096
324	0	1	0.4476012	0.5523988
325	0	1	0.4467024	0.5532976
326	0	0	0.4458129	-0.4458129
327	0	0	0.4449326	-0.4449326
328	0	1	0.4440615	0.5559385
329	0	1	0.4431996	0.5568004
330	0	0	0.4423466	-0.4423466
331	0	0	0.4415025	-0.4415025
332	0	0	0.4406672	-0.4406672
333	0	0	0.4398405	-0.4398405
334	0	1	0.4390225	0.5609775
335	0	2	0.4382131	1.10435
336	0	0	0.437412	-0.437412
337	0	1	0.4366193	0.5633807
338	0	0	0.4358349	-0.4358349
339	0	1	0.4350587	0.5649413
340	0	0	0.4342905	-0.4342905
341	0	0	0.4335303	-0.4335303
342	1	0	0.4327781	-0.4327781
343	0	0	0.4320337	-0.4320337
344	1	0	0.4408951	-0.4408951
345	1	2	0.4670238	1.083978
346	1	1	0.4755206	0.5244794
347	0	0	0.5108865	-0.5108865
348	1	1	0.5458839	0.4541161
349	3	1	0.5709185	0.4290815
350	2	0	0.5783325	-0.5783325
351	1	0	0.6368507	-0.6368507
352	1	1	0.7506833	0.2493167
353	6	1	0.8171997	0.1828003
354	3	2	0.8490049	0.8138765
355	4	1	0.9410378	5.896223E-02
356	4	1	1.165866	-0.1658663
357	2	1	1.298409	-0.2984095
358	1	3	1.463589	0.8870471
359	3	0	1.602824	-1.602824
360	4	1	1.66046	-0.6604602
361	2	2	1.707701	0.2066865
362	3	3	1.834598	0.6728454
363	2	1	1.969966	-0.9699662
364	0	4	2.048	0.9760002
365	1	1	2.147126	-1.147126
366	1	2	2.189492	-0.1339909
367	3	2	2.180038	-0.1273061
368	2	3	2.19764	0.4632425
369	0	0	2.239283	-2.239283
370	7	4	2.336416	0.8317919
371	3	3	2.376809	0.3597994
372	10	0	2.438074	-2.438074
373	6	0	2.68132	-2.68132
374	13	3	2.870741	7.462778E-02
375	18	0	3.247867	-3.247867
376	9	1	3.569773	-2.569773
377	19	5	4.187011	0.3635798
378	32	2	4.8589	-2.021547
379	27	5	5.338742	-0.1514899
380	44	3	6.311218	-1.911733
381	47	2	7.655236	-3.998856
382	59	3	9.021057	-3.476259
383	83	5	10.98729	-2.677596
384	106	9	13.18042	-1.393474
385	107	8	16.0496	-2.845965
386	147	13	19.98389	-1.936982
387	136	6	24.6717	-7.62269
388	118	12	29.82915	-5.146832
389	152	13	36.16034	-6.423523
390	178	15	41.83334	-6.928339
391	161	14	47.2467	-8.885555
392	187	17	54.07517	-8.99205
393	198	30	61.51104	-5.753103
394	233	40	68.60603	-4.52301
395	242	25	76.64478	-10.32895
396	254	39	85.39785	-7.429602
397	303	48	95.35935	-6.835734
398	309	70	105.6685	-4.263205
399	386	81	116.872	-3.985777
400	450	101	129.6983	-2.855583
401	516	124	143.5276	-1.753626
402	606	156	160.6073	-0.368878
403	694	206	180.4855	1.777676
404	818	241	203.4919	2.416107
405	822	295	230.386	3.761971
406	945	335	261.4953	4.015993
407	932	384	296.547	4.462816
408	1007	473	332.8593	6.443677
409	1057	460	372.8199	4.064792
410	998	567	412.8302	6.474522
411	986	622	455.5806	6.67281
412	974	731	498.8717	8.585574
413	1020	858	539.5593	10.87139
414	1023	776	579.2692	7.062223
415	990	791	618.7143	6.125774
416	873	788	659.3494	4.582987
417	767	937	699.2635	7.766513
418	643	914	736.2219	5.880378
419	591	890	767.5311	4.105166
420	528	979	793.4063	5.9316
421	423	1000	814.1639	5.876654
422	355	899	832.173	2.228806
423	314	967	846.5797	3.872455
424	260	912	856.4407	1.839751
425	193	877	863.3891	0.4596075
426	185	875	868.2163	0.2293306
427	137	920	870.3448	1.637084
428	103	907	870.075	1.226074
429	77	943	868.9545	2.411252
430	70	952	865.801	2.793727
431	53	846	861.2089	-0.5228915
432	50	847	855.6953	-0.2987724
433	26	923	849.7951	2.409569
434	30	880	843.3418	1.235748
435	21	828	836.563	-0.2975865
436	16	812	829.087	-0.5996352
437	12	821	821.7159	-2.498443E-02
438	10	811	814.0549	-0.107271
439	9	805	806.2551	-4.423741E-02
440	16	875	798.3765	2.590348
441	9	802	790.4996	0.406092
442	11	837	782.7557	1.874956
443	14	792	775.2458	0.595335
444	11	799	767.6002	1.110844
445	4	824	760.1389	2.224708
446	7	838	752.8207	2.942469
447	17	734	745.3922	-0.420492
448	4	739	737.8391	4.270398E-02
449	8	741	730.588	0.3824939
450	4	666	723.5952	-2.231767
451	3	708	716.2814	-0.3112353
452	2	718	709.1316	0.3309661
453	5	649	701.908	-2.076822
454	5	731	694.7136	1.342102
455	4	625	687.5965	-2.50386
456	3	631	680.6556	-1.976757
457	8	625	673.7749	-1.950996
458	6	679	666.9198	0.4635955
459	2	628	660.1627	-1.283432
460	4	664	653.6218	0.4027512
461	6	592	647.0327	-2.261828
462	1	608	640.4004	-1.314009
463	3	613	633.9294	-0.8453298
464	3	618	627.5334	-0.383489
465	1	648	621.0582	1.058375
466	1	601	614.7184	-0.5595846
467	2	600	608.4205	-0.3437668
468	2	601	602.1202	-4.569302E-02
469	3	586	595.8977	-0.4088704
470	1	602	589.774	0.4982951
471	3	600	583.7263	0.6643703
472	3	552	577.7514	-1.096053
473	3	589	571.795	0.7089204
474	3	554	565.9686	-0.5084957
475	2	517	560.2029	-1.900063
476	1	498	554.4974	-2.531708
477	1	566	548.8392	0.7213208
478	0	527	543.1938	-0.7054151
479	2	495	537.5734	-1.91353
480	3	489	532.0018	-1.944607
481	2	514	526.483	-0.550603
482	4	484	521.0949	-1.686132
483	3	462	515.7849	-2.502298
484	0	443	510.5203	-3.207988
485	1	510	505.3665	0.2051741
486	1	488	500.1986	-0.5522064
487	0	481	494.9992	-0.6383103
488	1	472	489.881	-0.8230375
489	2	455	484.8064	-1.397347
490	1	420	479.7674	-2.916352
491	2	416	474.82	-2.883887
492	0	424	469.946	-2.231336
493	0	415	465.1009	-2.459356
494	0	399	460.3186	-3.069771
495	3	389	455.5252	-3.372963
496	1	376	450.7818	-3.856575
497	1	406	446.1216	-1.991199
498	0	451	441.5807	0.4435381
499	2	419	437.0191	-0.8802894
500	1	398	432.4955	-1.729101
501	0	411	428.0137	-0.839224
502	0	388	423.6275	-1.808714
503	1	407	419.2434	-0.6068847
504	1	393	414.8781	-1.103603
505	0	403	410.5678	-0.3769795
506	3	409	406.3294	0.1320508
507	0	376	402.1256	-1.347324
508	0	375	397.9725	-1.186293
509	0	390	393.9238	-0.1986877
510	0	367	389.8223	-1.191316
511	0	400	385.7636	0.711821
512	0	371	381.7472	-0.5579664
513	2	399	377.7726	1.062698
514	1	381	373.8394	0.3668462
515	2	344	369.969	-1.400154
516	0	387	366.1877	1.057946
517	2	338	362.424	-1.328489
518	1	391	358.7118	1.632886
519	0	361	354.999	0.3158441
520	0	322	351.3737	-1.636933
521	1	330	347.7426	-0.9767005
522	0	350	344.1224	0.314169
523	0	331	340.5496	-0.5248913
524	0	316	337.0313	-1.183102
525	0	304	333.5227	-1.693245
526	0	330	330.0507	-2.790376E-03
527	0	302	326.6149	-1.416428
528	0	283	323.2148	-2.390524
529	0	316	319.8503	-0.2165952
530	0	337	316.5208	1.115576
531	1	301	313.2259	-0.7046904
532	1	311	309.9655	5.866371E-02
533	3	316	306.7485	0.5204356
534	1	312	303.5921	0.4760035
535	3	282	300.4928	-1.10123
536	1	271	297.4696	-1.607916
537	0	301	294.4341	0.3784497
538	1	258	291.4741	-2.084004
539	1	274	288.4672	-0.873997
540	6	276	285.4744	-0.5702898
541	1	277	282.5396	-0.3328449
542	2	279	279.6961	-4.167295E-02
543	2	280	276.9917	0.1797822
544	2	236	274.1575	-2.48384
545	1	243	271.3868	-1.821015
546	3	296	268.6451	1.589974
547	3	274	265.9197	0.4881464
548	2	273	263.213	0.5923354
549	3	289	260.6026	1.670437
550	5	277	258.0072	1.141168
551	4	235	255.417	-1.331856
552	2	252	252.912	-5.744788E-02
553	0	242	250.489	-0.5456945
554	2	272	248.033	1.453211
555	1	238	245.5129	-0.4869916
556	4	219	242.9798	-1.620407
557	5	210	240.522	-2.106216
558	1	229	238.0921	-0.60082
559	1	225	235.8016	-0.720107
560	3	205	233.5206	-1.991967
561	2	217	231.1273	-0.959026
562	0	234	228.7832	0.3410337
563	4	212	226.5194	-0.9971992
564	1	201	224.2235	-1.638061
565	5	218	221.9365	-0.2666129
566	0	209	219.766	-0.7446992
567	1	196	217.5645	-1.540321
568	3	215	215.464	-3.164172E-02
569	4	202	213.2319	-0.790274
570	1	197	211.0743	-1.00275
571	2	186	209.0193	-1.687854
572	1	203	206.9834	-0.2795776
573	0	208	204.8787	0.2164206
574	1	203	202.818	1.277652E-02
575	1	194	200.735	-0.483546
576	0	199	198.6565	2.435265E-02
577	0	178	196.6265	-1.396116
578	0	210	194.6081	1.062141
579	2	216	192.5838	1.593272
580	2	184	190.5806	-0.4851258
581	0	174	188.6199	-1.108333
582	1	222	186.7407	2.36645
583	1	180	184.8593	-0.362193
584	1	172	182.9462	-0.8346397
585	0	175	181.08	-0.4596026
586	0	185	179.2332	0.4239847
587	0	175	177.396	-0.1811237
588	2	186	175.5511	0.7661515
589	0	160	173.7254	-1.085085
590	0	174	171.9404	0.1561391
591	0	175	170.2133	0.3618438
592	3	170	168.4432	0.1194029
593	1	174	166.6915	0.5540538
594	0	151	164.992	-1.138649
595	2	179	163.3809	1.167429
596	0	171	161.7089	0.7105064
597	0	155	160.0492	-0.4055586
598	0	159	158.446	4.393755E-02
599	1	145	156.7985	-0.979814
600	1	154	155.1682	-9.413727E-02
601	0	154	153.5645	3.509245E-02
602	1	129	152.0045	-2.025432
603	0	155	150.4511	0.3653756
604	0	132	148.8966	-1.470657
605	0	149	147.3756	0.1330777
606	0	145	145.8435	-7.004808E-02
607	0	158	144.3274	1.087737
608	0	145	142.827	0.1804544
609	0	128	141.3423	-1.179307
610	0	132	139.8731	-0.6852674
611	0	150	138.4192	0.945568
612	0	151	136.9804	1.140896
613	0	158	135.5567	1.785494
614	0	125	134.1478	-0.8182011
615	0	169	132.7535	2.78819
616	0	136	131.3738	0.3966912
617	0	113	130.0085	-1.600025
618	0	113	128.6574	-1.472924
619	0	127	127.3204	-2.842788E-02
620	0	118	125.9973	-0.736209
621	0	129	124.688	0.3796521
622	1	127	123.3923	0.3201299
623	0	129	122.1102	0.6066165
624	0	122	120.851	0.1040285
625	0	129	119.6223	0.8256632
626	0	120	118.3794	0.1479404
627	0	117	117.1495	-1.381968E-02
628	0	127	115.9324	0.9820917
629	0	101	114.728	-1.365985
630	0	101	113.5361	-1.24739
631	0	102	112.3567	-1.025463
632	0	112	111.1895	7.658299E-02
633	0	106	110.0345	-0.391869
634	0	117	108.8916	0.7496224
635	0	96	107.7606	-1.200308
636	0	103	106.6413	-0.3587891
637	0	114	105.5337	0.7929396
638	0	112	104.4377	0.7145718
639	0	97	103.3531	-0.6450553
640	0	115	102.2797	1.18617
641	1	114	101.2176	1.19718
642	0	105	100.1666	0.4716957
643	0	114	99.13605	1.392137
644	0	96	98.13363	-0.2177626
645	0	116	97.11471	1.753455
646	0	91	96.1064	-0.5352961
647	0	104	95.10861	0.8718723
648	0	90	94.12122	-0.4344143
649	0	78	93.1441	-1.714732
650	0	103	92.17718	1.066404
651	0	90	91.22032	-0.1286332
652	0	85	90.27345	-0.5719854
653	0	93	89.33644	0.3798934
654	1	77	88.40919	-1.300198
655	0	106	87.49162	1.797693
656	1	79	86.5932	-0.8543018
657	0	80	85.7215	-0.6396828
658	0	76	84.84152	-1.014192
659	0	70	83.98808	-1.671896
660	0	87	83.11658	0.4163466
661	1	95	82.25415	1.307697
662	0	89	81.40071	0.805523
663	0	80	80.56577	-6.325449E-02
664	0	103	79.75688	2.290212
665	0	68	78.92947	-1.325393
666	0	77	78.11067	-0.1265728
667	0	72	77.30042	-0.6246608
668	0	76	76.49861	-5.719466E-02
669	0	76	75.70515	3.382198E-02
670	0	83	74.91996	0.8868996
671	0	84	74.14296	1.075491
672	0	63	73.37405	-1.307007
673	0	64	72.61316	-1.076645
674	0	75	71.86019	0.3625539
675	1	60	71.11508	-1.434951
676	0	60	70.37773	-1.339759
677	0	68	69.65766	-0.201021
678	0	71	68.96245	0.2418129
679	0	65	68.24753	-0.4028063
680	0	81	67.54006	1.495549
681	0	85	66.83997	1.969732
682	0	70	66.14716	0.4605021
683	0	70	65.46158	0.5424451
684	0	60	64.78315	-0.617502
685	0	65	64.11178	0.1101703
686	0	64	63.44742	6.907272E-02
