Calculated using 1 exponential

Prompt data : Prompt
Decay data : q0.05

The initial parameters are:

 Shift Value = 0 ch
               0 sec
 Shift Limit = 600 ch
               3.292181E-08 sec

 T1 Estimate = 111.0101 ch
               6.091091E-09 sec

 A Free
 B1 Free

 Prompt and decay LO = 2 ch
                       1.097394E-10 sec
 Prompt and decay HI = 4096 ch
                       2.247462E-07 sec

 Background on prompt = 0.2075472
 Time calibration = 5.486969E-11 sec/ch
---------------------------------------------
The fitted parameters are:

 Hi reduced to: 3496 ch

 SHIFT = 2.680591 ch
         1.470832E-10 sec
         S.Dev = 5.093841E-12 sec

 T1 = 64.30193 ch
      3.528226E-09 sec
      S.Dev = 1.470783E-11 sec

 A  = 0.4695446
      S.Dev = 1.893519E-02

 B1 = 5.055552E-02
      [100.00 Rel.Ampl]
      S.Dev = 1.839923E-04

 CHISQ = 0.8963885
 [ 3491 degrees of freedom ]

 Chi-squared Probability =   99.99963%
 Durbin-Watson Parameter =   1.103027
 Negative residuals      =   49.44206%
 Residuals < 1 s.dev     =   81.60229%
 Residuals < 2 s.dev     =   97.48212%
 Residuals < 3 s.dev     =   98.91273%
 Residuals < 4 s.dev     =   99.14163%


Chan	Prompt	Decay	Fit	Residuals
294	0	1	0.5373164	0.4626836
295	0	0	0.5362706	-0.5362706
296	0	1	0.5352409	0.4647591
297	0	0	0.5342271	-0.5342271
298	0	1	0.533229	0.466771
299	0	0	0.5322463	-0.5322463
300	0	0	0.5312787	-0.5312787
301	0	0	0.5303261	-0.5303261
302	0	0	0.5293881	-0.5293881
303	0	0	0.5284647	-0.5284647
304	0	0	0.5275555	-0.5275555
305	0	1	0.5266603	0.4733397
306	0	1	0.5257789	0.4742211
307	0	0	0.5249111	-0.5249111
308	0	0	0.5240567	-0.5240567
309	0	0	0.5232155	-0.5232155
310	0	0	0.5223873	-0.5223873
311	0	0	0.5215719	-0.5215719
312	0	0	0.5207691	-0.5207691
313	0	0	0.5199786	-0.5199786
314	0	0	0.5192003	-0.5192003
315	0	0	0.518434	-0.518434
316	0	0	0.5176796	-0.5176796
317	0	1	0.5169368	0.4830632
318	1	0	0.5162055	-0.5162055
319	0	0	0.5154855	-0.5154855
320	0	1	0.5273755	0.4726245
321	0	1	0.5533288	0.4466712
322	0	1	0.5520359	0.4479641
323	0	0	0.5507629	-0.5507629
324	0	2	0.5495096	1.025652
325	0	0	0.5482756	-0.5482756
326	0	0	0.5470607	-0.5470607
327	0	0	0.5458645	-0.5458645
328	0	0	0.5446868	-0.5446868
329	0	1	0.5435272	0.4564728
330	0	0	0.5423856	-0.5423856
331	0	0	0.5412616	-0.5412616
332	0	0	0.5401549	-0.5401549
333	0	0	0.5390653	-0.5390653
334	0	1	0.5379925	0.4620075
335	0	1	0.5369362	0.4630638
336	0	0	0.5358963	-0.5358963
337	0	0	0.5348724	-0.5348724
338	0	1	0.5338643	0.4661357
339	0	0	0.5328718	-0.5328718
340	0	0	0.5318946	-0.5318946
341	0	0	0.5309324	-0.5309324
342	1	1	0.5299851	0.4700149
343	0	1	0.5290524	0.4709476
344	1	0	0.5407331	-0.5407331
345	1	0	0.5664802	-0.5664802
346	1	0	0.5775833	-0.5775833
347	0	1	0.6153608	0.3846392
348	1	0	0.6525553	-0.6525553
349	3	0	0.6765769	-0.6765769
350	2	1	0.685981	0.314019
351	1	0	0.7538831	-0.7538831
352	1	4	0.8725921	1.563704
